"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"0:27hrs Kerja penyelenggaraan Km 260.9 - Km 259.6 dari Seremban ke Port Dickson (U). Lorong kiri, Lorong tengah . T… https://t.co/9fEU6TUpFz",FALSE,0,NA,2019-10-31 16:27:21,TRUE,NA,"1189941940613083137",NA,"<a href=""http://www.plus.com.my"" rel=""nofollow"">PLUS Website</a>","plustrafik",0,FALSE,FALSE,NA,NA
"0:26hrs Kerja penyelenggaraan Km 10.7 - Km 11.7 dari Shah Alam ke Subang. Lorong kiri, Lorong tengah ditutup. Trafi… https://t.co/q2XKe9TGqT",FALSE,0,NA,2019-10-31 16:26:18,TRUE,NA,"1189941675268792321",NA,"<a href=""http://www.plus.com.my"" rel=""nofollow"">PLUS Website</a>","plustrafik",0,FALSE,FALSE,NA,NA
"0:13hrs Awas! Kemalangan di NKVE Km 20.3 dari Bukit Lanjan ke Kota Damansara. Lorong tengah, Lorong kanan terhalang… https://t.co/Cy3IE1j348",FALSE,1,NA,2019-10-31 16:13:30,TRUE,NA,"1189938454953517056",NA,"<a href=""http://www.plus.com.my"" rel=""nofollow"">PLUS Website</a>","plustrafik",0,FALSE,FALSE,NA,NA
"0:12hrs Kerja penyelenggaraan Km 446.7 - Km 445.7 dari Rawang (S) ke Rawang. Lorong kiri, Lorong tengah ditutup. Tr… https://t.co/YI8WXC4Ris",FALSE,0,NA,2019-10-31 16:12:11,TRUE,NA,"1189938126141046784",NA,"<a href=""http://www.plus.com.my"" rel=""nofollow"">PLUS Website</a>","plustrafik",0,FALSE,FALSE,NA,NA
"0:08hrs Kemalangan Km 452.3 - Km 452.1 dari Sungai Buloh Hospital ke Rawang (S). Lorong kiri ditutup. Trafik terkaw… https://t.co/3vVBYs9LTP",FALSE,0,NA,2019-10-31 16:09:06,TRUE,NA,"1189937349993488385",NA,"<a href=""http://www.plus.com.my"" rel=""nofollow"">PLUS Website</a>","plustrafik",0,FALSE,FALSE,NA,NA
"23:54hrs Kerja penyelenggaraan Km 8.3 - Km 6.4 dari Subang ke Setia Alam. Lorong kanan ditutup. Trafik terkawal. Pa… https://t.co/KHnH484abm",FALSE,0,NA,2019-10-31 15:54:49,TRUE,NA,"1189933752182439937",NA,"<a href=""http://www.plus.com.my"" rel=""nofollow"">PLUS Website</a>","plustrafik",0,FALSE,FALSE,NA,NA
"23:53hrs Kerja penyelenggaraan Km 155.4 - Km 158.0 dari Bandar Cassia ke Jawi. Lorong kanan ditutup. Trafik perlaha… https://t.co/nqOuGzsGto",FALSE,0,NA,2019-10-31 15:54:03,TRUE,NA,"1189933561807138816",NA,"<a href=""http://www.plus.com.my"" rel=""nofollow"">PLUS Website</a>","plustrafik",0,FALSE,FALSE,NA,NA
"2350hrs Awas! kemalangan Km 155.4 dari Bandar Cassia ke Jawi. Tiada lorong terhalang. Trafik perlahan.  Pandu berha… https://t.co/9P1Kq2DI3h",FALSE,0,NA,2019-10-31 15:50:43,TRUE,NA,"1189932723781029888",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","plustrafik",0,FALSE,FALSE,NA,NA
"23:29hrs Kerja penyelenggaraan Km 122.3 - Km 122.7 dari Sungai Dua ke Juru. Lorong kanan ditutup. Trafik terkawal.… https://t.co/0ZVF5mfa6l",FALSE,2,NA,2019-10-31 15:29:51,TRUE,NA,"1189927470574661635",NA,"<a href=""http://www.plus.com.my"" rel=""nofollow"">PLUS Website</a>","plustrafik",0,FALSE,FALSE,NA,NA
"23:17hrs Awas! Maklumat awal kemalangan Km 155 dari Bandar Cassia ke Jawi. Trafik perlahan. Pandu berhati-hati. Harap maklum. @LLMinfotrafik",FALSE,2,NA,2019-10-31 15:18:05,FALSE,NA,"1189924509916155904",NA,"<a href=""http://www.plus.com.my"" rel=""nofollow"">PLUS Website</a>","plustrafik",0,FALSE,FALSE,NA,NA
"22:07hrs 7 tip penting keselamatan jalan raya dikongsikan. Utamakan keselamatan. https://t.co/qRfXG7XI8Y",FALSE,0,NA,2019-10-31 14:08:13,FALSE,NA,"1189906926747832320",NA,"<a href=""http://www.plus.com.my"" rel=""nofollow"">PLUS Website</a>","plustrafik",2,FALSE,FALSE,NA,NA
"21:42hrs Trafik kembali lancar. Pandu cermat.@LLMinfotrafik https://t.co/xMjgcwC7Az",FALSE,3,NA,2019-10-31 13:42:43,FALSE,NA,"1189900508091174912",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","plustrafik",2,FALSE,FALSE,NA,NA
"20:58hrs Trafik kembali lancar. Pandu cermat.@LLMinfotrafik https://t.co/KyTvSxGLwk",FALSE,1,NA,2019-10-31 12:58:38,FALSE,NA,"1189889414194810880",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","plustrafik",0,FALSE,FALSE,NA,NA
"20:50hrs Trafik kembali lancar. Pandu cermat.@LLMinfotrafik https://t.co/3NgX9k6NCv",FALSE,1,NA,2019-10-31 12:49:27,FALSE,NA,"1189887105201135616",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","plustrafik",0,FALSE,FALSE,NA,NA
"20:14hrs Kemalangan Km 412.3 arah Utara dari Bukit Tagar ke Lembah Beringin. Tiada lorong terhalang. Trafik lancar.… https://t.co/HmEIOgwTpq",FALSE,3,NA,2019-10-31 12:14:57,TRUE,NA,"1189878422777974785",NA,"<a href=""http://www.plus.com.my"" rel=""nofollow"">PLUS Website</a>","plustrafik",0,FALSE,FALSE,NA,NA
"19:36hrs Jambatan P.Pinang: Trafik perlahan dari Pulau menuju ke Perai. Aliran trafik tinggi. Pandu cermat.@LLMinfotrafik",FALSE,0,NA,2019-10-31 11:36:36,FALSE,NA,"1189868773504737280",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","plustrafik",1,FALSE,FALSE,NA,NA
"18:47hrs Trafik perlahan dari Kota Damansara ke Subang &amp; seterusnya perlahan ke Shah Alam. Pandu cermat.@LLMinfotrafik",FALSE,0,NA,2019-10-31 10:48:02,FALSE,NA,"1189856549482586112",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","plustrafik",0,FALSE,FALSE,NA,NA
"18:22hrs Trafik perlahan dari Bidor menuju ke Tapah. Aliran trafik tinggi. Harap maklum. @LLMinfotrafik",FALSE,0,NA,2019-10-31 10:22:32,FALSE,NA,"1189850132214247424",NA,"<a href=""http://www.plus.com.my"" rel=""nofollow"">PLUS Website</a>","plustrafik",0,FALSE,FALSE,NA,NA
"18:19hrs Trafik perlahan dari Persimpangan AutoCity menuju ke Perai. Aliran trafik tinggi. Harap maklum. @LLMinfotrafik",FALSE,0,NA,2019-10-31 10:20:29,FALSE,NA,"1189849615329153024",NA,"<a href=""http://www.plus.com.my"" rel=""nofollow"">PLUS Website</a>","plustrafik",0,FALSE,FALSE,NA,NA
